Name,ExecutionTimeInSeconds,TestDistribution
TestCase3964,51,%Large_100_%Small_0
TestCase1307,52,%Large_100_%Small_0
TestCase3678,45,%Large_100_%Small_0
TestCase2228,43,%Large_100_%Small_0
TestCase3753,49,%Large_100_%Small_0
TestCase3567,41,%Large_100_%Small_0
TestCase3913,40,%Large_100_%Small_0
TestCase1520,29,%Large_100_%Small_0
TestCase4129,35,%Large_100_%Small_0
TestCase201,52,%Large_100_%Small_0
TestCase4869,54,%Large_100_%Small_0
TestCase2165,50,%Large_100_%Small_0
TestCase1523,50,%Large_100_%Small_0
TestCase1057,51,%Large_100_%Small_0
TestCase4287,11,%Large_100_%Small_0
TestCase4758,41,%Large_100_%Small_0
TestCase990,51,%Large_100_%Small_0
TestCase2386,18,%Large_100_%Small_0
TestCase632,51,%Large_100_%Small_0
TestCase2693,35,%Large_100_%Small_0
TestCase3025,42,%Large_100_%Small_0
TestCase3587,44,%Large_100_%Small_0
TestCase4910,30,%Large_100_%Small_0
TestCase4413,58,%Large_100_%Small_0
TestCase4052,15,%Large_100_%Small_0
TestCase4336,23,%Large_100_%Small_0
TestCase1102,22,%Large_100_%Small_0
TestCase2040,49,%Large_100_%Small_0
TestCase2735,23,%Large_100_%Small_0
TestCase2003,53,%Large_100_%Small_0
TestCase4938,27,%Large_100_%Small_0
TestCase1725,15,%Large_100_%Small_0
TestCase4232,52,%Large_100_%Small_0
TestCase76,21,%Large_100_%Small_0
TestCase3739,59,%Large_100_%Small_0
TestCase1870,60,%Large_100_%Small_0
TestCase3800,18,%Large_100_%Small_0
TestCase3445,12,%Large_100_%Small_0
TestCase3492,52,%Large_100_%Small_0
TestCase4080,16,%Large_100_%Small_0
TestCase3717,27,%Large_100_%Small_0
TestCase4015,39,%Large_100_%Small_0
TestCase2840,33,%Large_100_%Small_0
TestCase2534,32,%Large_100_%Small_0
TestCase4833,47,%Large_100_%Small_0
TestCase1646,43,%Large_100_%Small_0
TestCase1573,46,%Large_100_%Small_0
TestCase2740,31,%Large_100_%Small_0
TestCase4626,45,%Large_100_%Small_0
TestCase3513,20,%Large_100_%Small_0
TestCase1923,19,%Large_100_%Small_0
TestCase4497,47,%Large_100_%Small_0
TestCase997,57,%Large_100_%Small_0
TestCase2564,13,%Large_100_%Small_0
TestCase1829,43,%Large_100_%Small_0
TestCase4749,18,%Large_100_%Small_0
TestCase798,51,%Large_100_%Small_0
TestCase1751,42,%Large_100_%Small_0
TestCase1317,51,%Large_100_%Small_0
TestCase3625,37,%Large_100_%Small_0
TestCase2470,53,%Large_100_%Small_0
TestCase1173,30,%Large_100_%Small_0
TestCase1204,59,%Large_100_%Small_0
TestCase3467,27,%Large_100_%Small_0
TestCase4081,42,%Large_100_%Small_0
TestCase4053,50,%Large_100_%Small_0
TestCase3058,40,%Large_100_%Small_0
TestCase1043,52,%Large_100_%Small_0
TestCase4250,40,%Large_100_%Small_0
TestCase2635,52,%Large_100_%Small_0
TestCase1416,39,%Large_100_%Small_0
TestCase2809,54,%Large_100_%Small_0
TestCase1428,39,%Large_100_%Small_0
TestCase2045,51,%Large_100_%Small_0
TestCase3973,29,%Large_100_%Small_0
TestCase459,41,%Large_100_%Small_0
TestCase2316,14,%Large_100_%Small_0
TestCase3468,39,%Large_100_%Small_0
TestCase4777,30,%Large_100_%Small_0
TestCase4752,22,%Large_100_%Small_0
TestCase3064,49,%Large_100_%Small_0
TestCase2655,42,%Large_100_%Small_0
TestCase984,60,%Large_100_%Small_0
TestCase927,33,%Large_100_%Small_0
TestCase2891,60,%Large_100_%Small_0
TestCase1700,40,%Large_100_%Small_0
TestCase4791,48,%Large_100_%Small_0
TestCase763,46,%Large_100_%Small_0
TestCase3093,28,%Large_100_%Small_0
TestCase2825,27,%Large_100_%Small_0
TestCase2411,48,%Large_100_%Small_0
TestCase2394,41,%Large_100_%Small_0
TestCase1518,16,%Large_100_%Small_0
TestCase4156,59,%Large_100_%Small_0
TestCase2521,26,%Large_100_%Small_0
TestCase2452,35,%Large_100_%Small_0
TestCase364,59,%Large_100_%Small_0
TestCase1869,47,%Large_100_%Small_0
TestCase986,13,%Large_100_%Small_0
TestCase4601,27,%Large_100_%Small_0
TestCase2636,40,%Large_100_%Small_0
TestCase244,19,%Large_100_%Small_0
TestCase2999,26,%Large_100_%Small_0
TestCase4865,41,%Large_100_%Small_0
TestCase2371,28,%Large_100_%Small_0
TestCase1387,18,%Large_100_%Small_0
TestCase4521,42,%Large_100_%Small_0
TestCase74,45,%Large_100_%Small_0
TestCase1185,45,%Large_100_%Small_0
TestCase1027,14,%Large_100_%Small_0
TestCase4238,46,%Large_100_%Small_0
TestCase2832,54,%Large_100_%Small_0
TestCase3991,57,%Large_100_%Small_0
TestCase394,53,%Large_100_%Small_0
TestCase4888,48,%Large_100_%Small_0
TestCase4157,55,%Large_100_%Small_0
TestCase337,39,%Large_100_%Small_0
TestCase974,60,%Large_100_%Small_0
TestCase4326,52,%Large_100_%Small_0
TestCase3449,35,%Large_100_%Small_0
TestCase2479,28,%Large_100_%Small_0
TestCase4816,49,%Large_100_%Small_0
TestCase4467,25,%Large_100_%Small_0
TestCase1357,33,%Large_100_%Small_0
TestCase3193,29,%Large_100_%Small_0
TestCase3552,34,%Large_100_%Small_0
TestCase4391,32,%Large_100_%Small_0
TestCase3502,17,%Large_100_%Small_0
TestCase2729,21,%Large_100_%Small_0
TestCase402,28,%Large_100_%Small_0
TestCase4576,45,%Large_100_%Small_0
TestCase292,43,%Large_100_%Small_0
TestCase3402,18,%Large_100_%Small_0
TestCase2365,38,%Large_100_%Small_0
TestCase1322,30,%Large_100_%Small_0
TestCase4666,45,%Large_100_%Small_0
TestCase4770,51,%Large_100_%Small_0
TestCase2451,50,%Large_100_%Small_0
TestCase4939,39,%Large_100_%Small_0
TestCase2323,37,%Large_100_%Small_0
TestCase578,13,%Large_100_%Small_0
TestCase3714,58,%Large_100_%Small_0
TestCase4396,15,%Large_100_%Small_0
TestCase1713,57,%Large_100_%Small_0
TestCase977,51,%Large_100_%Small_0
TestCase1639,51,%Large_100_%Small_0
TestCase826,23,%Large_100_%Small_0
TestCase4635,11,%Large_100_%Small_0
TestCase374,60,%Large_100_%Small_0
TestCase4166,56,%Large_100_%Small_0
TestCase3630,49,%Large_100_%Small_0
TestCase2099,52,%Large_100_%Small_0
TestCase78,50,%Large_100_%Small_0
TestCase4614,51,%Large_100_%Small_0
TestCase462,54,%Large_100_%Small_0
TestCase3923,34,%Large_100_%Small_0
TestCase3440,36,%Large_100_%Small_0
TestCase4523,23,%Large_100_%Small_0
TestCase639,43,%Large_100_%Small_0
TestCase3214,60,%Large_100_%Small_0
TestCase1493,19,%Large_100_%Small_0
TestCase965,51,%Large_100_%Small_0
TestCase4552,55,%Large_100_%Small_0
TestCase2666,25,%Large_100_%Small_0
TestCase2815,31,%Large_100_%Small_0
TestCase1746,21,%Large_100_%Small_0
TestCase1402,23,%Large_100_%Small_0
TestCase384,57,%Large_100_%Small_0
TestCase2189,41,%Large_100_%Small_0
TestCase50,33,%Large_100_%Small_0
TestCase1661,52,%Large_100_%Small_0
TestCase274,39,%Large_100_%Small_0
TestCase360,32,%Large_100_%Small_0
TestCase223,56,%Large_100_%Small_0
TestCase2331,42,%Large_100_%Small_0
TestCase2151,26,%Large_100_%Small_0
TestCase4715,56,%Large_100_%Small_0
TestCase4530,51,%Large_100_%Small_0
TestCase2952,25,%Large_100_%Small_0
TestCase1097,31,%Large_100_%Small_0
TestCase2406,39,%Large_100_%Small_0
TestCase2234,11,%Large_100_%Small_0
TestCase958,53,%Large_100_%Small_0
TestCase946,46,%Large_100_%Small_0
TestCase2688,45,%Large_100_%Small_0
TestCase4165,58,%Large_100_%Small_0
TestCase3487,37,%Large_100_%Small_0
TestCase2581,23,%Large_100_%Small_0
TestCase1934,52,%Large_100_%Small_0
TestCase3539,11,%Large_100_%Small_0
TestCase1667,25,%Large_100_%Small_0
TestCase3827,33,%Large_100_%Small_0
TestCase2376,30,%Large_100_%Small_0
TestCase4110,25,%Large_100_%Small_0
TestCase1601,24,%Large_100_%Small_0
TestCase902,29,%Large_100_%Small_0
TestCase4376,39,%Large_100_%Small_0
TestCase4667,19,%Large_100_%Small_0
TestCase3788,55,%Large_100_%Small_0
TestCase3803,49,%Large_100_%Small_0
TestCase2619,54,%Large_100_%Small_0
TestCase2221,53,%Large_100_%Small_0
TestCase3486,26,%Large_100_%Small_0
TestCase1490,18,%Large_100_%Small_0
TestCase3759,18,%Large_100_%Small_0
TestCase3484,58,%Large_100_%Small_0
TestCase4095,19,%Large_100_%Small_0
TestCase4767,40,%Large_100_%Small_0
TestCase3560,12,%Large_100_%Small_0
TestCase1017,13,%Large_100_%Small_0
TestCase1201,23,%Large_100_%Small_0
TestCase1705,13,%Large_100_%Small_0
TestCase1541,24,%Large_100_%Small_0
TestCase1121,59,%Large_100_%Small_0
TestCase4363,32,%Large_100_%Small_0
TestCase4446,55,%Large_100_%Small_0
TestCase3919,54,%Large_100_%Small_0
TestCase629,57,%Large_100_%Small_0
TestCase1374,53,%Large_100_%Small_0
TestCase2855,50,%Large_100_%Small_0
TestCase3191,27,%Large_100_%Small_0
TestCase660,58,%Large_100_%Small_0
TestCase4388,13,%Large_100_%Small_0
TestCase3750,46,%Large_100_%Small_0
TestCase1547,31,%Large_100_%Small_0
TestCase836,40,%Large_100_%Small_0
TestCase2883,42,%Large_100_%Small_0
TestCase4763,37,%Large_100_%Small_0
TestCase1971,54,%Large_100_%Small_0
TestCase4612,39,%Large_100_%Small_0
TestCase4755,32,%Large_100_%Small_0
TestCase328,22,%Large_100_%Small_0
TestCase4042,13,%Large_100_%Small_0
TestCase4283,60,%Large_100_%Small_0
TestCase1951,56,%Large_100_%Small_0
TestCase3336,30,%Large_100_%Small_0
TestCase2593,43,%Large_100_%Small_0
TestCase2174,12,%Large_100_%Small_0
TestCase4423,47,%Large_100_%Small_0
TestCase315,22,%Large_100_%Small_0
TestCase62,14,%Large_100_%Small_0
TestCase1974,53,%Large_100_%Small_0
TestCase4154,40,%Large_100_%Small_0
TestCase987,34,%Large_100_%Small_0
TestCase1229,28,%Large_100_%Small_0
TestCase3176,56,%Large_100_%Small_0
TestCase4167,48,%Large_100_%Small_0
TestCase485,37,%Large_100_%Small_0
TestCase4119,31,%Large_100_%Small_0
TestCase635,14,%Large_100_%Small_0
TestCase2917,29,%Large_100_%Small_0
TestCase2519,54,%Large_100_%Small_0
TestCase3154,15,%Large_100_%Small_0
TestCase2754,55,%Large_100_%Small_0
TestCase1003,16,%Large_100_%Small_0
TestCase2096,49,%Large_100_%Small_0
TestCase1506,22,%Large_100_%Small_0
TestCase187,49,%Large_100_%Small_0
TestCase3721,53,%Large_100_%Small_0
TestCase2186,50,%Large_100_%Small_0
TestCase4354,55,%Large_100_%Small_0
TestCase2300,53,%Large_100_%Small_0
TestCase1906,35,%Large_100_%Small_0
TestCase3666,25,%Large_100_%Small_0
TestCase3159,13,%Large_100_%Small_0
TestCase3615,53,%Large_100_%Small_0
TestCase4126,38,%Large_100_%Small_0
TestCase3688,20,%Large_100_%Small_0
TestCase2494,58,%Large_100_%Small_0
TestCase3915,14,%Large_100_%Small_0
TestCase4098,56,%Large_100_%Small_0
TestCase2634,33,%Large_100_%Small_0
TestCase2700,40,%Large_100_%Small_0
TestCase377,40,%Large_100_%Small_0
TestCase4096,16,%Large_100_%Small_0
TestCase3975,37,%Large_100_%Small_0
TestCase2072,40,%Large_100_%Small_0
TestCase4944,41,%Large_100_%Small_0
TestCase781,20,%Large_100_%Small_0
TestCase1857,42,%Large_100_%Small_0
TestCase914,33,%Large_100_%Small_0
TestCase287,46,%Large_100_%Small_0
TestCase3929,25,%Large_100_%Small_0
TestCase2873,34,%Large_100_%Small_0
TestCase1473,34,%Large_100_%Small_0
TestCase2787,23,%Large_100_%Small_0
TestCase3311,30,%Large_100_%Small_0
TestCase2582,42,%Large_100_%Small_0
TestCase2774,19,%Large_100_%Small_0
TestCase1246,53,%Large_100_%Small_0
TestCase4558,22,%Large_100_%Small_0
TestCase3830,21,%Large_100_%Small_0
TestCase3350,44,%Large_100_%Small_0
TestCase1079,18,%Large_100_%Small_0
TestCase2761,48,%Large_100_%Small_0
TestCase1891,46,%Large_100_%Small_0
TestCase221,53,%Large_100_%Small_0
TestCase1099,28,%Large_100_%Small_0
TestCase1209,53,%Large_100_%Small_0
TestCase4103,39,%Large_100_%Small_0
TestCase612,34,%Large_100_%Small_0
TestCase3226,55,%Large_100_%Small_0
TestCase1622,23,%Large_100_%Small_0
TestCase2878,37,%Large_100_%Small_0
TestCase899,14,%Large_100_%Small_0
TestCase383,23,%Large_100_%Small_0
TestCase2004,11,%Large_100_%Small_0
TestCase1127,19,%Large_100_%Small_0
TestCase3197,57,%Large_100_%Small_0
TestCase1128,13,%Large_100_%Small_0
TestCase3517,34,%Large_100_%Small_0
TestCase4695,57,%Large_100_%Small_0
TestCase4209,15,%Large_100_%Small_0
TestCase316,53,%Large_100_%Small_0
TestCase4121,58,%Large_100_%Small_0
TestCase2339,54,%Large_100_%Small_0
TestCase3003,11,%Large_100_%Small_0
TestCase1979,44,%Large_100_%Small_0
TestCase4971,60,%Large_100_%Small_0
TestCase3423,42,%Large_100_%Small_0
TestCase1248,59,%Large_100_%Small_0
TestCase363,21,%Large_100_%Small_0
TestCase739,48,%Large_100_%Small_0
TestCase1375,59,%Large_100_%Small_0
TestCase3813,32,%Large_100_%Small_0
TestCase2179,59,%Large_100_%Small_0
TestCase2578,38,%Large_100_%Small_0
TestCase1271,46,%Large_100_%Small_0
TestCase1279,22,%Large_100_%Small_0
TestCase471,45,%Large_100_%Small_0
TestCase703,34,%Large_100_%Small_0
TestCase542,22,%Large_100_%Small_0
TestCase2601,50,%Large_100_%Small_0
TestCase4699,12,%Large_100_%Small_0
TestCase4995,35,%Large_100_%Small_0
TestCase1417,13,%Large_100_%Small_0
TestCase599,28,%Large_100_%Small_0
TestCase709,49,%Large_100_%Small_0
TestCase4875,37,%Large_100_%Small_0
TestCase1784,57,%Large_100_%Small_0
TestCase3232,59,%Large_100_%Small_0
TestCase2160,38,%Large_100_%Small_0
TestCase3305,31,%Large_100_%Small_0
TestCase3536,29,%Large_100_%Small_0
TestCase3534,42,%Large_100_%Small_0
TestCase1529,15,%Large_100_%Small_0
TestCase3857,46,%Large_100_%Small_0
TestCase2035,51,%Large_100_%Small_0
TestCase3289,38,%Large_100_%Small_0
TestCase3099,28,%Large_100_%Small_0
TestCase351,21,%Large_100_%Small_0
TestCase3676,24,%Large_100_%Small_0
TestCase135,59,%Large_100_%Small_0
TestCase1311,58,%Large_100_%Small_0
TestCase525,26,%Large_100_%Small_0
TestCase2592,38,%Large_100_%Small_0
TestCase4169,55,%Large_100_%Small_0
TestCase1744,43,%Large_100_%Small_0
TestCase4618,23,%Large_100_%Small_0
TestCase3903,11,%Large_100_%Small_0
TestCase4515,46,%Large_100_%Small_0
TestCase464,25,%Large_100_%Small_0
TestCase149,50,%Large_100_%Small_0
TestCase1384,14,%Large_100_%Small_0
TestCase1977,18,%Large_100_%Small_0
TestCase2048,42,%Large_100_%Small_0
TestCase2251,17,%Large_100_%Small_0
TestCase999,15,%Large_100_%Small_0
TestCase1916,45,%Large_100_%Small_0
TestCase3944,49,%Large_100_%Small_0
TestCase1125,56,%Large_100_%Small_0
TestCase3879,59,%Large_100_%Small_0
TestCase2998,54,%Large_100_%Small_0
TestCase3862,12,%Large_100_%Small_0
TestCase93,35,%Large_100_%Small_0
TestCase4905,47,%Large_100_%Small_0
TestCase428,38,%Large_100_%Small_0
TestCase338,37,%Large_100_%Small_0
TestCase1216,57,%Large_100_%Small_0
TestCase2826,52,%Large_100_%Small_0
TestCase3384,48,%Large_100_%Small_0
TestCase4457,18,%Large_100_%Small_0
TestCase1426,59,%Large_100_%Small_0
TestCase1709,60,%Large_100_%Small_0
TestCase1936,54,%Large_100_%Small_0
TestCase4461,31,%Large_100_%Small_0
TestCase2971,54,%Large_100_%Small_0
TestCase597,12,%Large_100_%Small_0
TestCase669,39,%Large_100_%Small_0
TestCase784,46,%Large_100_%Small_0
TestCase3775,46,%Large_100_%Small_0
TestCase1213,44,%Large_100_%Small_0
TestCase391,34,%Large_100_%Small_0
TestCase3785,45,%Large_100_%Small_0
TestCase1621,58,%Large_100_%Small_0
TestCase4184,56,%Large_100_%Small_0
TestCase3900,32,%Large_100_%Small_0
TestCase3270,51,%Large_100_%Small_0
TestCase2748,48,%Large_100_%Small_0
TestCase3628,11,%Large_100_%Small_0
TestCase4716,27,%Large_100_%Small_0
TestCase3036,30,%Large_100_%Small_0
TestCase115,57,%Large_100_%Small_0
TestCase3528,57,%Large_100_%Small_0
TestCase2794,14,%Large_100_%Small_0
TestCase2522,56,%Large_100_%Small_0
TestCase3198,32,%Large_100_%Small_0
TestCase511,11,%Large_100_%Small_0
TestCase1433,39,%Large_100_%Small_0
TestCase3814,15,%Large_100_%Small_0
TestCase1512,27,%Large_100_%Small_0
TestCase3861,26,%Large_100_%Small_0
TestCase479,48,%Large_100_%Small_0
TestCase3985,59,%Large_100_%Small_0
TestCase1875,57,%Large_100_%Small_0
TestCase3745,33,%Large_100_%Small_0
TestCase934,45,%Large_100_%Small_0
TestCase1568,42,%Large_100_%Small_0
TestCase4943,28,%Large_100_%Small_0
TestCase2598,23,%Large_100_%Small_0
TestCase4710,55,%Large_100_%Small_0
TestCase3872,15,%Large_100_%Small_0
TestCase82,34,%Large_100_%Small_0
TestCase3789,28,%Large_100_%Small_0
TestCase378,37,%Large_100_%Small_0
TestCase1576,20,%Large_100_%Small_0
TestCase3470,60,%Large_100_%Small_0
TestCase4779,34,%Large_100_%Small_0
TestCase3075,46,%Large_100_%Small_0
TestCase4850,34,%Large_100_%Small_0
TestCase3825,11,%Large_100_%Small_0
TestCase180,27,%Large_100_%Small_0
TestCase3996,42,%Large_100_%Small_0
TestCase1952,58,%Large_100_%Small_0
TestCase63,22,%Large_100_%Small_0
TestCase2473,43,%Large_100_%Small_0
TestCase4424,57,%Large_100_%Small_0
TestCase833,46,%Large_100_%Small_0
TestCase3039,28,%Large_100_%Small_0
TestCase2933,43,%Large_100_%Small_0
TestCase3626,44,%Large_100_%Small_0
TestCase3153,56,%Large_100_%Small_0
TestCase3710,23,%Large_100_%Small_0
TestCase3633,46,%Large_100_%Small_0
TestCase1296,48,%Large_100_%Small_0
TestCase2029,23,%Large_100_%Small_0
TestCase4016,40,%Large_100_%Small_0
TestCase1676,51,%Large_100_%Small_0
TestCase2703,36,%Large_100_%Small_0
TestCase3388,50,%Large_100_%Small_0
TestCase3082,43,%Large_100_%Small_0
TestCase2124,44,%Large_100_%Small_0
TestCase2283,24,%Large_100_%Small_0
TestCase4528,29,%Large_100_%Small_0
TestCase2553,50,%Large_100_%Small_0
TestCase2842,41,%Large_100_%Small_0
TestCase1086,20,%Large_100_%Small_0
TestCase1672,51,%Large_100_%Small_0
TestCase2306,42,%Large_100_%Small_0
TestCase3987,36,%Large_100_%Small_0
TestCase3019,14,%Large_100_%Small_0
TestCase683,21,%Large_100_%Small_0
TestCase2962,26,%Large_100_%Small_0
TestCase3505,35,%Large_100_%Small_0
TestCase2288,34,%Large_100_%Small_0
TestCase3768,52,%Large_100_%Small_0
TestCase102,27,%Large_100_%Small_0
TestCase2123,16,%Large_100_%Small_0
TestCase4342,22,%Large_100_%Small_0
TestCase4555,30,%Large_100_%Small_0
TestCase146,26,%Large_100_%Small_0
TestCase1687,55,%Large_100_%Small_0
TestCase1408,30,%Large_100_%Small_0
TestCase689,41,%Large_100_%Small_0
TestCase4132,45,%Large_100_%Small_0
TestCase1336,59,%Large_100_%Small_0
TestCase345,41,%Large_100_%Small_0
TestCase3202,17,%Large_100_%Small_0
TestCase4158,54,%Large_100_%Small_0
TestCase2514,20,%Large_100_%Small_0
TestCase3068,12,%Large_100_%Small_0
TestCase2487,41,%Large_100_%Small_0
TestCase2900,35,%Large_100_%Small_0
TestCase2716,11,%Large_100_%Small_0
TestCase570,35,%Large_100_%Small_0
TestCase745,17,%Large_100_%Small_0
TestCase1899,23,%Large_100_%Small_0
TestCase3742,45,%Large_100_%Small_0
TestCase134,20,%Large_100_%Small_0
TestCase2797,58,%Large_100_%Small_0
TestCase3280,21,%Large_100_%Small_0
TestCase2597,36,%Large_100_%Small_0
TestCase4929,38,%Large_100_%Small_0
TestCase2476,22,%Large_100_%Small_0
TestCase389,19,%Large_100_%Small_0
TestCase33,12,%Large_100_%Small_0
TestCase2651,27,%Large_100_%Small_0
TestCase932,45,%Large_100_%Small_0
TestCase204,38,%Large_100_%Small_0
TestCase288,29,%Large_100_%Small_0
TestCase895,46,%Large_100_%Small_0
TestCase3233,24,%Large_100_%Small_0
TestCase2558,51,%Large_100_%Small_0
TestCase2055,53,%Large_100_%Small_0
TestCase3989,32,%Large_100_%Small_0
TestCase1281,12,%Large_100_%Small_0
TestCase4607,26,%Large_100_%Small_0
TestCase3356,35,%Large_100_%Small_0
TestCase4914,55,%Large_100_%Small_0
TestCase3589,48,%Large_100_%Small_0
TestCase1855,43,%Large_100_%Small_0
TestCase1614,60,%Large_100_%Small_0
TestCase4609,14,%Large_100_%Small_0
TestCase211,37,%Large_100_%Small_0
TestCase3576,57,%Large_100_%Small_0
TestCase2812,37,%Large_100_%Small_0
TestCase1609,30,%Large_100_%Small_0
TestCase237,16,%Large_100_%Small_0
TestCase1587,22,%Large_100_%Small_0
TestCase2062,29,%Large_100_%Small_0
TestCase3557,59,%Large_100_%Small_0
TestCase1895,29,%Large_100_%Small_0
TestCase854,13,%Large_100_%Small_0
TestCase4018,54,%Large_100_%Small_0
TestCase305,35,%Large_100_%Small_0
TestCase4812,30,%Large_100_%Small_0
TestCase2430,28,%Large_100_%Small_0
TestCase3063,38,%Large_100_%Small_0
TestCase2086,34,%Large_100_%Small_0
TestCase825,17,%Large_100_%Small_0
TestCase3069,32,%Large_100_%Small_0
TestCase4603,40,%Large_100_%Small_0
TestCase1002,52,%Large_100_%Small_0
TestCase3491,20,%Large_100_%Small_0
TestCase1499,40,%Large_100_%Small_0
TestCase3367,47,%Large_100_%Small_0
TestCase587,17,%Large_100_%Small_0
TestCase245,32,%Large_100_%Small_0
TestCase4101,16,%Large_100_%Small_0
TestCase4873,40,%Large_100_%Small_0
TestCase2026,20,%Large_100_%Small_0
TestCase4565,29,%Large_100_%Small_0
TestCase470,38,%Large_100_%Small_0
TestCase4525,21,%Large_100_%Small_0
TestCase1836,54,%Large_100_%Small_0
TestCase4900,16,%Large_100_%Small_0
TestCase251,40,%Large_100_%Small_0
TestCase1924,32,%Large_100_%Small_0
TestCase4340,34,%Large_100_%Small_0
TestCase407,47,%Large_100_%Small_0
TestCase1165,36,%Large_100_%Small_0
TestCase2607,14,%Large_100_%Small_0
TestCase4724,25,%Large_100_%Small_0
TestCase2277,26,%Large_100_%Small_0
TestCase554,21,%Large_100_%Small_0
TestCase3952,54,%Large_100_%Small_0
TestCase4332,53,%Large_100_%Small_0
TestCase4966,51,%Large_100_%Small_0
TestCase642,12,%Large_100_%Small_0
TestCase664,38,%Large_100_%Small_0
TestCase2237,13,%Large_100_%Small_0
TestCase756,53,%Large_100_%Small_0
TestCase2653,45,%Large_100_%Small_0
TestCase1168,40,%Large_100_%Small_0
TestCase3110,13,%Large_100_%Small_0
TestCase4776,33,%Large_100_%Small_0
TestCase4291,40,%Large_100_%Small_0
TestCase1698,27,%Large_100_%Small_0
TestCase667,52,%Large_100_%Small_0
TestCase640,24,%Large_100_%Small_0
TestCase1116,40,%Large_100_%Small_0
TestCase3014,36,%Large_100_%Small_0
TestCase3781,28,%Large_100_%Small_0
TestCase1280,51,%Large_100_%Small_0
TestCase1237,38,%Large_100_%Small_0
TestCase4192,32,%Large_100_%Small_0
TestCase1007,48,%Large_100_%Small_0
TestCase3396,29,%Large_100_%Small_0
TestCase4573,45,%Large_100_%Small_0
TestCase2804,13,%Large_100_%Small_0
TestCase4111,19,%Large_100_%Small_0
TestCase4406,15,%Large_100_%Small_0
TestCase4683,56,%Large_100_%Small_0
TestCase917,28,%Large_100_%Small_0
TestCase53,28,%Large_100_%Small_0
TestCase2310,22,%Large_100_%Small_0
TestCase1399,35,%Large_100_%Small_0
